timestamp,ac_kwh,fan_1_kwh,fan_2_kwh,fan_3_kwh,fan_4_kwh,fridge_kwh,hrs_kwh,induction-stove_kwh,iron-box_kwh,light_1_kwh,light_2_kwh,light_3_kwh,light_4_kwh,light_5_kwh,mixi_kwh,tv_kwh,unit_kwh_kwh,washing-machine_kwh,water-pump_kwh,total_kwh
1704165300,0.0001,0.0056,0.0057,0.005,0.006,0.0198,0.0001,0.0299,0.0165,0.0002,0.0009,0.0019,0.0002,0.0001,0.0106,0.0002,0.0002,0.0021,0.0078,0.1129
1704166200,0.0002,0.0056,0.0058,0.0052,0.006,0.0199,0.0002,0.0299,0.0164,0.0003,0.0008,0.0019,0.0002,0.0002,0.0107,0.0001,0.0002,0.002,0.0078,0.1134
1704167100,0.0003,0.0056,0.0058,0.0052,0.006,0.0197,0.0001,0.0299,0.0163,0.0002,0.0008,0.0019,0.0001,0.0002,0.0105,0.0002,0.0003,0.002,0.0079,0.113
1704168000,0.0002,0.0054,0.0058,0.0052,0.0059,0.0198,0.0003,0.0298,0.0163,0.0002,0.0007,0.0018,0.0001,0.0002,0.0106,0.0001,0.0001,0.0021,0.0079,0.1125
1704168900,0.0002,0.0054,0.0057,0.0052,0.0058,0.0197,0.0001,0.0298,0.0165,0.0003,0.0009,0.0019,0.0002,0.0001,0.0107,0.0002,0.0003,0.0021,0.0078,0.1129
1704169800,0.0002,0.0056,0.0058,0.0052,0.006,0.0197,0.0002,0.0299,0.0164,0.0004,0.0008,0.002,0.0003,0.0002,0.0105,0.0001,0.0002,0.002,0.0078,0.1133
1704170700,0.0002,0.0056,0.0056,0.0052,0.0059,0.0198,0.0001,0.0299,0.0163,0.0002,0.0007,0.0019,0.0003,0.0001,0.0106,0.0001,0.0003,0.002,0.0079,0.1127
1704171600,0.0002,0.0054,0.0058,0.0051,0.0059,0.0197,0.0002,0.0299,0.0165,0.0003,0.0008,0.0018,0.0002,0.0001,0.0106,0.0002,0.0002,0.0021,0.0078,0.1128
1704172500,0.0001,0.0056,0.0057,0.0052,0.006,0.0197,0.0002,0.0299,0.0164,0.0002,0.0009,0.0019,0.0002,0.0002,0.0106,0.0003,0.0002,0.002,0.0077,0.113
1704173400,0.0002,0.0054,0.0056,0.0052,0.006,0.0198,0.0001,0.0298,0.0163,0.0003,0.0008,0.002,0.0001,0.0001,0.0105,0.0003,0.0002,0.002,0.0078,0.1125
1704174300,0.0001,0.0055,0.0058,0.0052,0.006,0.0198,0.0002,0.0298,0.0165,0.0003,0.0009,0.0019,0.0001,0.0001,0.0105,0.0002,0.0002,0.002,0.0078,0.1129
1704175200,0.0003,0.0056,0.0057,0.0051,0.0059,0.0197,0.0001,0.0298,0.0165,0.0003,0.0008,0.0019,0.0001,0.0003,0.0105,0.0001,0.0003,0.0021,0.0079,0.113
1704176100,0.0001,0.0054,0.0057,0.0052,0.006,0.0199,0.0001,0.0298,0.0164,0.0002,0.0009,0.002,0.0002,0.0001,0.0106,0.0325,0.0001,0.0019,0.0077,0.1448
1704177000,0.0003,0.0054,0.0057,0.0052,0.0058,0.0198,0.0002,0.0298,0.0165,0.0003,0.0007,0.002,0.0001,0.0002,0.0105,0.081,0.0001,0.0021,0.0079,0.1936
1704177900,0.0001,0.0055,0.0056,0.0052,0.0058,0.0199,0.0001,0.0298,0.0164,0.0004,0.0007,0.0019,0.0001,0.0001,0.0107,0.0811,0.0003,0.0019,0.0078,0.1934
1704178800,0.0002,0.0056,0.0057,0.0052,0.006,0.0197,0.0003,0.0298,0.0165,0.0003,0.0007,0.0019,0.0003,0.0001,0.0105,0.081,0.0002,0.0021,0.0077,0.1938
1704179700,0.0002,0.0055,0.0056,0.0053,0.0058,0.0197,0.0002,0.0297,0.0163,0.0003,0.0008,0.0018,0.0001,0.0001,0.0105,0.0003,0.0002,0.002,0.0077,0.1121
1704180600,0.0002,0.0056,0.0057,0.0052,0.0059,0.0197,0.0002,0.0297,0.0163,0.0004,0.0008,0.0019,0.0001,0.0002,0.0106,0.0001,0.0002,0.002,0.0079,0.1127
1704181500,0.0001,0.0055,0.0056,0.0052,0.006,0.0197,0.0001,0.0298,0.0164,0.0002,0.0009,0.0018,0.0001,0.0002,0.0105,0.0001,0.0001,0.0021,0.0079,0.1123
1704182400,0.0002,0.0054,0.0058,0.0052,0.0059,0.0198,0.0002,0.0298,0.0165,0.0003,0.0008,0.0018,0.0002,0.0001,0.0106,0.0001,0.0002,0.002,0.0078,0.1127
1704183300,0.0002,0.0056,0.0056,0.0053,0.0058,0.0199,0.0002,0.0298,0.0165,0.0004,0.0008,0.0018,0.0002,0.0001,0.0107,0.0002,0.0002,0.002,0.0079,0.1132
1704184200,0.0001,0.0054,0.0058,0.0052,0.0059,0.0198,0.0001,0.0299,0.0163,0.0002,0.0009,0.0018,0.0002,0.0003,0.0106,0.0002,0.0001,0.0019,0.0078,0.1125
1704185100,0.0001,0.0056,0.0058,0.0052,0.0059,0.0197,0.0002,0.0298,0.0163,0.0003,0.0008,0.0019,0.0002,0.0001,0.0104,0.0002,0.0001,0.0019,0.0079,0.1124
1704186000,0.0002,0.0055,0.0057,0.0052,0.0059,0.0198,0.0001,0.0298,0.0165,0.0002,0.0009,0.0019,0.0002,0.0003,0.0106,0.0001,0.0003,0.002,0.0078,0.113
1704186900,0.0002,0.0056,0.0058,0.0052,0.006,0.0197,0.0003,0.0298,0.0163,0.0003,0.0008,0.0019,0.0002,0.0001,0.0106,0.0003,0.0001,0.0021,0.0079,0.1132
1704187800,0.0001,0.0054,0.0058,0.0051,0.006,0.0198,0.0001,0.0298,0.0164,0.0003,0.0008,0.0018,0.0003,0.0002,0.0106,0.0001,0.0003,0.0019,0.0077,0.1125
1704188700,0.0001,0.0055,0.0058,0.0051,0.0059,0.0198,0.0003,0.0298,0.0163,0.0002,0.0008,0.002,0.0002,0.0001,0.0104,0.0164,0.0001,0.0019,0.0078,0.1285
1704189600,0.0001,0.0055,0.0058,0.0053,0.006,0.0199,0.0002,0.0298,0.0163,0.0003,0.0008,0.0018,0.0002,0.0003,0.0105,0.0406,0.0002,0.002,0.0079,0.1535
1704190500,0.0002,0.0054,0.0056,0.0052,0.0058,0.0199,0.0001,0.0299,0.0164,0.0002,0.0007,0.0019,0.0001,0.0002,0.0106,0.0406,0.0003,0.002,0.0079,0.153
1704191400,0.0002,0.0056,0.0058,0.0052,0.0059,0.0197,0.0001,0.0298,0.0165,0.0003,0.0008,0.002,0.0001,0.0001,0.0105,0.0406,0.0002,0.0021,0.0078,0.1533
1704192300,0.0003,0.0054,0.0057,0.0053,0.006,0.0198,0.0002,0.0298,0.0164,0.0002,0.0008,0.0019,0.0001,0.0001,0.0105,0.0407,0.0002,0.002,0.0077,0.1531
1704193200,0.0003,0.0055,0.0058,0.0052,0.0059,0.0199,0.0003,0.0299,0.0163,0.0004,0.0009,0.0019,0.0002,0.0002,0.0105,0.0405,0.0002,0.0019,0.0079,0.1537
1704194100,0.0002,0.0054,0.0057,0.0052,0.0061,0.0198,0.0001,0.0298,0.0165,0.0002,0.0008,0.002,0.0002,0.0002,0.0106,0.0407,0.0001,0.0021,0.0079,0.1536
1704195000,0.0,0.0055,0.0058,0.0052,0.006,0.0198,0.0001,0.0298,0.0163,0.0004,0.0009,0.0018,0.0002,0.0,0.0106,0.0164,0.0001,0.002,0.0078,0.1287
1704195900,0.0001,0.0056,0.0058,0.0052,0.006,0.0199,0.0002,0.0299,0.0164,0.0003,0.0008,0.0019,0.0001,0.0001,0.0106,0.0001,0.0003,0.0021,0.0079,0.1133
1704196800,0.0001,0.0055,0.0057,0.0051,0.0059,0.0197,0.0002,0.0299,0.0165,0.0002,0.0008,0.0018,0.0002,0.0003,0.0105,0.0001,0.0002,0.0021,0.0077,0.1125
1704197700,0.0003,0.0055,0.0056,0.0052,0.0059,0.0199,0.0002,0.0298,0.0163,0.0003,0.0009,0.0018,0.0003,0.0001,0.0105,0.0001,0.0002,0.0021,0.0078,0.1128
1704198600,0.0636,0.0056,0.0053,0.0018,0.0051,0.0362,0.0002,0.0027,0.028,0.0021,0.0016,0.0023,0.0027,0.0084,0.0131,0.0002,0.0001,0.0046,0.0075,0.1911
1704199500,0.0635,0.0057,0.0054,0.0017,0.0051,0.0363,0.0001,0.0026,0.0278,0.0021,0.0017,0.0023,0.0028,0.0084,0.0131,0.024,0.0,0.0047,0.0074,0.2147
1704200400,0.0636,0.0055,0.0054,0.0018,0.0051,0.0364,0.0003,0.0025,0.0279,0.002,0.0016,0.0023,0.0027,0.0085,0.0131,0.0598,0.0,0.0047,0.0074,0.2506
1704201300,0.0636,0.0056,0.0054,0.0018,0.0052,0.0363,0.0002,0.0027,0.0279,0.0021,0.0016,0.0022,0.0028,0.0085,0.0131,0.0597,0.0002,0.0047,0.0075,0.2511
1704202200,0.0636,0.0057,0.0053,0.0017,0.005,0.0363,0.0001,0.0025,0.028,0.002,0.0015,0.0022,0.0027,0.0085,0.013,0.0598,0.0003,0.0046,0.0075,0.2503
1704203100,0.0635,0.0056,0.0054,0.0018,0.005,0.0363,0.0002,0.0026,0.0279,0.002,0.0016,0.0023,0.0027,0.0083,0.0131,0.0598,0.0002,0.0046,0.0073,0.2502
1704204000,0.0637,0.0056,0.0053,0.0017,0.0051,0.0364,0.0002,0.0028,0.0279,0.0021,0.0015,0.0022,0.0026,0.0084,0.013,0.0598,0.0003,0.0046,0.0075,0.2507
1704204900,0.0636,0.0056,0.0053,0.0018,0.0051,0.0364,0.0001,0.0028,0.028,0.002,0.0016,0.0023,0.0026,0.0083,0.013,0.0596,0.0001,0.0047,0.0075,0.2504
1704205800,0.0635,0.0056,0.0054,0.0019,0.0052,0.0364,0.0002,0.0026,0.0279,0.002,0.0015,0.0022,0.0027,0.0084,0.013,0.024,0.0001,0.0047,0.0074,0.2147
1704206700,0.0637,0.0056,0.0054,0.0018,0.005,0.0363,0.0001,0.0027,0.0279,0.002,0.0015,0.0023,0.0026,0.0084,0.0129,0.0001,0.0001,0.0046,0.0075,0.1905
1704207600,0.0635,0.0055,0.0054,0.0017,0.0051,0.0364,0.0002,0.0026,0.0279,0.002,0.0015,0.0023,0.0028,0.0083,0.0129,0.0002,0.0002,0.0046,0.0074,0.1905
1704208500,0.0637,0.0055,0.0054,0.0017,0.0051,0.0363,0.0003,0.0027,0.028,0.002,0.0015,0.0022,0.0026,0.0085,0.013,0.0003,0.0001,0.0046,0.0074,0.1909
1704209400,0.0637,0.0057,0.0053,0.0017,0.0051,0.0363,0.0001,0.0026,0.0278,0.0022,0.0015,0.0022,0.0027,0.0083,0.013,0.0001,0.0003,0.0047,0.0075,0.1908
1704210300,0.0636,0.0055,0.0053,0.0018,0.0052,0.0364,0.0001,0.0025,0.0278,0.002,0.0016,0.0022,0.0027,0.0084,0.0131,0.0001,0.0001,0.0048,0.0075,0.1907
1704211200,0.0637,0.0056,0.0054,0.0017,0.005,0.0363,0.0003,0.0026,0.0279,0.0021,0.0016,0.0023,0.0026,0.0084,0.0129,0.0002,0.0003,0.0046,0.0073,0.1908
1704212100,0.0635,0.0056,0.0054,0.0018,0.005,0.0362,0.0003,0.0026,0.0279,0.002,0.0016,0.0023,0.0028,0.0085,0.0129,0.0001,0.0002,0.0046,0.0074,0.1907
1704213000,0.0003,0.0089,0.0055,0.0114,0.0003,0.0337,0.0002,0.0001,0.0003,0.0002,0.0002,0.0002,0.0001,0.0141,0.0001,0.0002,0.0003,0.0001,0.0002,0.0764
1704213900,0.0002,0.0088,0.0055,0.0115,0.0003,0.0337,0.0002,0.0002,0.0003,0.0001,0.0001,0.0002,0.0001,0.0142,0.0001,0.0002,0.0002,0.0002,0.0001,0.0762
1704214800,0.0002,0.0089,0.0055,0.0114,0.0002,0.0339,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0001,0.0143,0.0001,0.0003,0.0003,0.0002,0.0001,0.0768
1704215700,0.0003,0.0091,0.0056,0.0114,0.0002,0.0338,0.0003,0.0001,0.0002,0.0001,0.0001,0.0001,0.0002,0.0142,0.0002,0.0001,0.0001,0.0003,0.0001,0.0765
1704216600,0.0003,0.009,0.0056,0.0115,0.0001,0.0339,0.0003,0.0002,0.0002,0.0,0.0001,0.0001,0.0001,0.0142,0.0002,0.0001,0.0002,0.0001,0.0002,0.0764
1704217500,0.0003,0.009,0.0056,0.0114,0.0002,0.0338,0.0001,0.0001,0.0001,0.0002,0.0002,0.0001,0.0001,0.0142,0.0002,0.0002,0.0003,0.0003,0.0002,0.0766
1704218400,0.0001,0.0089,0.0055,0.0114,0.0003,0.0337,0.0002,0.0003,0.0002,0.0001,0.0001,0.0002,0.0002,0.0142,0.0003,0.0003,0.0001,0.0001,0.0001,0.0763
1704219300,0.0003,0.009,0.0056,0.0115,0.0002,0.0338,0.0002,0.0003,0.0001,0.0001,0.0002,0.0001,0.0002,0.0143,0.0002,0.0002,0.0001,0.0002,0.0003,0.0769
1704220200,0.0001,0.0034,0.0062,0.0107,0.0002,0.0345,0.0001,0.0002,0.0002,0.0001,0.0002,0.0001,0.0002,0.014,0.0002,0.0001,0.0002,0.0002,0.0001,0.071
1704221100,0.0002,0.0034,0.0062,0.0108,0.0001,0.0345,0.0002,0.0002,0.0001,0.0001,0.0002,0.0001,0.0002,0.0139,0.0001,0.0002,0.0002,0.0001,0.0002,0.071
1704222000,0.0001,0.0032,0.0062,0.0107,0.0002,0.0346,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.014,0.0003,0.0002,0.0001,0.0002,0.0001,0.0708
1704222900,0.0001,0.0034,0.0062,0.0109,0.0001,0.0346,0.0001,0.0002,0.0002,0.0002,0.0001,0.0001,0.0001,0.0139,0.0001,0.0001,0.0002,0.0002,0.0002,0.071
1704223800,0.0001,0.0034,0.0063,0.0109,0.0001,0.0347,0.0001,0.0002,0.0001,0.0,0.0002,0.0002,0.0002,0.014,0.0003,0.0001,0.0002,0.0,0.0002,0.0713
1704224700,0.0001,0.0034,0.0062,0.0107,0.0003,0.0347,0.0002,0.0002,0.0001,0.0003,0.0001,0.0002,0.0002,0.0138,0.0003,0.0003,0.0003,0.0001,0.0001,0.0716
1704225600,0.0001,0.0034,0.0063,0.0109,0.0002,0.0346,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0001,0.0139,0.0001,0.0002,0.0001,0.0002,0.0001,0.071
1704226500,0.0001,0.0035,0.0062,0.0108,0.0002,0.0347,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0137,0.0002,0.0002,0.0002,0.0001,0.0001,0.0713
1704227400,0.0002,0.0032,0.0064,0.0109,0.0001,0.0345,0.0002,0.0002,0.0001,0.0002,0.0001,0.0001,0.0002,0.0139,0.0002,0.0003,0.0002,0.0003,0.0002,0.0715
1704228300,0.0001,0.0034,0.0062,0.0107,0.0003,0.0345,0.0001,0.0002,0.0001,0.0001,0.0001,0.0002,0.0001,0.0139,0.0003,0.0001,0.0002,0.0,0.0001,0.0707
1704229200,0.0001,0.0034,0.0062,0.0108,0.0002,0.0347,0.0002,0.0002,0.0002,0.0001,0.0,0.0001,0.0,0.0138,0.0001,0.0002,0.0003,0.0002,0.0002,0.071
1704230100,0.0,0.0034,0.0062,0.0107,0.0002,0.0345,0.0001,0.0002,0.0002,0.0001,0.0001,0.0002,0.0002,0.0139,0.0002,0.0002,0.0001,0.0001,0.0003,0.0709
1704231000,0.0002,0.0034,0.0063,0.0109,0.0001,0.0346,0.0001,0.0002,0.0002,0.0001,0.0001,0.0002,0.0001,0.0139,0.0002,0.0002,0.0001,0.0001,0.0001,0.0711
1704231900,0.0001,0.0033,0.0063,0.0107,0.0003,0.0346,0.0002,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0138,0.0001,0.0001,0.0002,0.0001,0.0003,0.0712
1704232800,0.0001,0.0035,0.0062,0.0108,0.0003,0.0346,0.0002,0.0003,0.0003,0.0002,0.0001,0.0001,0.0001,0.0139,0.0001,0.0001,0.0002,0.0002,0.0002,0.0715
1704233700,0.0002,0.0034,0.0062,0.0107,0.0003,0.0347,0.0003,0.0001,0.0003,0.0001,0.0001,0.0001,0.0002,0.0138,0.0001,0.0002,0.0001,0.0002,0.0001,0.0712
1704234600,0.0002,0.0035,0.0061,0.0107,0.0001,0.0346,0.0002,0.0003,0.0003,0.0001,0.0002,0.0001,0.0002,0.0138,0.0002,0.0001,0.0001,0.0001,0.0001,0.071
1704235500,0.0002,0.0034,0.0063,0.0108,0.0001,0.0345,0.0001,0.0001,0.0002,0.0001,0.0001,0.0,0.0002,0.014,0.0002,0.0003,0.0002,0.0001,0.0002,0.0711
1704236400,0.0001,0.0034,0.0063,0.0109,0.0001,0.0346,0.0002,0.0,0.0001,0.0001,0.0,0.0001,0.0001,0.0138,0.0002,0.0001,0.0003,0.0002,0.0002,0.0708
1704237300,0.0001,0.0034,0.0062,0.0108,0.0001,0.0346,0.0002,0.0003,0.0003,0.0002,0.0,0.0002,0.0001,0.014,0.0001,0.0001,0.0001,0.0002,0.0001,0.0711
1704238200,0.0002,0.0034,0.0062,0.0109,0.0002,0.0346,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0002,0.0138,0.0002,0.0001,0.0003,0.0002,0.0001,0.0709
1704239100,0.0001,0.0033,0.0062,0.0107,0.0001,0.0346,0.0003,0.0002,0.0001,0.0002,0.0002,0.0001,0.0001,0.0139,0.0001,0.0002,0.0001,0.0001,0.0002,0.0708
1704240000,0.0001,0.0034,0.0062,0.0108,0.0001,0.0347,0.0001,0.0003,0.0002,0.0,0.0001,0.0002,0.0001,0.0139,0.0002,0.0003,0.0001,0.0002,0.0002,0.0712
1704240900,0.0001,0.0034,0.0063,0.0107,0.0001,0.0347,0.0003,0.0002,0.0001,0.0001,0.0002,0.0002,0.0002,0.0138,0.0003,0.0002,0.0001,0.0002,0.0002,0.0714
1704241800,0.0002,0.0033,0.0034,0.0015,0.0053,0.0214,0.0003,0.0056,0.0052,0.0011,0.0011,0.0004,0.0008,0.0001,0.0031,0.0003,0.0003,0.0026,0.0178,0.0738
1704242700,0.0001,0.0033,0.0035,0.0017,0.0053,0.0214,0.0002,0.0055,0.0051,0.0011,0.0011,0.0005,0.0007,0.0002,0.003,0.0001,0.0001,0.0025,0.0179,0.0733
1704243600,0.0002,0.0032,0.0034,0.0017,0.0054,0.0214,0.0003,0.0056,0.005,0.0012,0.0011,0.0005,0.0007,0.0002,0.0031,0.0001,0.0002,0.0024,0.018,0.0737
1704244500,0.0002,0.0034,0.0036,0.0017,0.0053,0.0215,0.0002,0.0054,0.0051,0.0012,0.0011,0.0004,0.0009,0.0001,0.0032,0.0002,0.0002,0.0024,0.0177,0.0738
1704245400,0.0001,0.0032,0.0036,0.0017,0.0052,0.0215,0.0001,0.0055,0.0051,0.001,0.001,0.0005,0.0009,0.0002,0.0032,0.0003,0.0003,0.0025,0.0178,0.0737
1704246300,0.0002,0.0034,0.0035,0.0017,0.0053,0.0214,0.0002,0.0056,0.0049,0.001,0.001,0.0004,0.0008,0.0001,0.0032,0.0002,0.0003,0.0025,0.018,0.0737
1704247200,0.0002,0.0033,0.0035,0.0015,0.0053,0.0215,0.0001,0.0055,0.0051,0.0011,0.0011,0.0005,0.0008,0.0001,0.0031,0.0002,0.0003,0.0026,0.0179,0.0737
1704248100,0.0002,0.0033,0.0035,0.0016,0.0052,0.0214,0.0001,0.0056,0.0051,0.0012,0.001,0.0005,0.0008,0.0002,0.0032,0.0001,0.0003,0.0025,0.0179,0.0737
1704249000,0.0001,0.0034,0.0035,0.0017,0.0054,0.0213,0.0002,0.0055,0.005,0.0011,0.0011,0.0005,0.0009,0.0001,0.0032,0.0001,0.0002,0.0025,0.018,0.0738
1704249900,0.0002,0.0032,0.0034,0.0016,0.0054,0.0213,0.0002,0.0055,0.0051,0.001,0.0011,0.0005,0.0007,0.0002,0.0031,0.0003,0.0003,0.0025,0.0179,0.0735
1704250800,0.0001,0.0034,0.0036,0.0016,0.0054,0.0214,0.0001,0.0056,0.005,0.0012,0.0011,0.0004,0.0009,0.0002,0.0032,0.0001,0.0001,0.0025,0.0178,0.0737
1704251700,0.0002,0.0034,0.0035,0.0017,0.0054,0.0214,0.0002,0.0054,0.005,0.001,0.0011,0.0005,0.0008,0.0003,0.003,0.0001,0.0001,0.0024,0.0179,0.0734
1704252600,0.0002,0.0034,0.0036,0.0017,0.0052,0.0213,0.0003,0.0055,0.005,0.0011,0.0011,0.0005,0.0009,0.0002,0.0031,0.0002,0.0002,0.0024,0.0179,0.0738
1704253500,0.0002,0.0033,0.0035,0.0016,0.0055,0.0215,0.0001,0.0056,0.005,0.0012,0.0011,0.0004,0.0008,0.0003,0.0032,0.0001,0.0002,0.0025,0.018,0.0741
1704254400,0.0002,0.0035,0.0036,0.0017,0.0054,0.0214,0.0002,0.0055,0.0051,0.001,0.0011,0.0004,0.0009,0.0002,0.0031,0.0003,0.0002,0.0024,0.0178,0.074
1704255300,0.0002,0.0034,0.0036,0.0017,0.0054,0.0214,0.0001,0.0054,0.0051,0.0012,0.0011,0.0004,0.0007,0.0002,0.0032,0.0001,0.0002,0.0024,0.0179,0.0737
1704256200,0.0002,0.0034,0.0034,0.0016,0.0052,0.0214,0.0002,0.0055,0.005,0.001,0.0011,0.0005,0.0007,0.0003,0.0032,0.0002,0.0001,0.0024,0.018,0.0734
1704257100,0.0001,0.0033,0.0035,0.0017,0.0054,0.0213,0.0001,0.0055,0.0051,0.0012,0.0011,0.0004,0.0009,0.0002,0.0031,0.0002,0.0002,0.0024,0.0178,0.0735
1704258000,0.0001,0.0033,0.0034,0.0017,0.0054,0.0214,0.0002,0.0054,0.0051,0.001,0.0011,0.0005,0.0009,0.0,0.0032,0.0002,0.0001,0.0024,0.0178,0.0732
1704258900,0.0002,0.0034,0.0035,0.0017,0.0054,0.0214,0.0001,0.0056,0.005,0.0012,0.0011,0.0005,0.0008,0.0002,0.0031,0.0002,0.0003,0.0025,0.0179,0.0741
1704259800,0.0002,0.0034,0.0035,0.0017,0.0052,0.0214,0.0001,0.0055,0.005,0.001,0.0011,0.0005,0.0009,0.0003,0.0031,0.0001,0.0003,0.0025,0.0178,0.0736
1704260700,0.0002,0.0033,0.0035,0.0016,0.0054,0.0213,0.0003,0.0056,0.0052,0.0011,0.0011,0.0005,0.0008,0.0003,0.0031,0.0002,0.0003,0.0025,0.0179,0.0742
1704261600,0.0001,0.0033,0.0035,0.0017,0.0054,0.0214,0.0001,0.0056,0.0051,0.0011,0.001,0.0005,0.0009,0.0002,0.0031,0.0002,0.0001,0.0025,0.018,0.0738
1704262500,0.0001,0.0033,0.0036,0.0016,0.0054,0.0213,0.0002,0.0056,0.0052,0.0011,0.0012,0.0005,0.0008,0.0002,0.003,0.0002,0.0002,0.0026,0.0178,0.0739
1704263400,0.0002,0.0033,0.0034,0.0018,0.0054,0.0215,0.0001,0.0054,0.005,0.001,0.001,0.0004,0.0008,0.0003,0.003,0.0001,0.0003,0.0024,0.018,0.0734
1704264300,0.0002,0.0033,0.0036,0.0018,0.0054,0.0215,0.0002,0.0055,0.0051,0.0011,0.0011,0.0005,0.0008,0.0001,0.0031,0.0001,0.0003,0.0025,0.0179,0.0741
1704265200,0.0001,0.0033,0.0035,0.0017,0.0053,0.0213,0.0002,0.0054,0.005,0.001,0.0011,0.0005,0.0008,0.0002,0.0031,0.0001,0.0002,0.0024,0.0178,0.073
1704266100,0.0002,0.0034,0.0036,0.0016,0.0054,0.0214,0.0001,0.0056,0.005,0.0011,0.0012,0.0005,0.0009,0.0001,0.0032,0.0002,0.0002,0.0025,0.0178,0.074
1704267000,0.0002,0.0032,0.0035,0.0016,0.0053,0.0213,0.0001,0.0054,0.005,0.001,0.001,0.0005,0.0008,0.0002,0.0031,0.0001,0.0002,0.0026,0.018,0.0731
1704267900,0.0001,0.0034,0.0034,0.0016,0.0054,0.0214,0.0001,0.0055,0.005,0.0012,0.0011,0.0004,0.0008,0.0002,0.0032,0.0003,0.0002,0.0026,0.0178,0.0737
1704268800,0.0001,0.0032,0.0036,0.0017,0.0052,0.0214,0.0002,0.0055,0.005,0.001,0.0011,0.0005,0.0008,0.0001,0.0031,0.0002,0.0001,0.0025,0.0178,0.0731
1704269700,0.0001,0.0033,0.0035,0.0016,0.0053,0.0214,0.0002,0.0054,0.005,0.001,0.001,0.0004,0.0009,0.0001,0.0032,0.0002,0.0002,0.0025,0.0178,0.0731
1704270600,0.0002,0.0032,0.0036,0.0017,0.0054,0.0214,0.0002,0.0054,0.0049,0.001,0.001,0.0005,0.0007,0.0002,0.0031,0.0003,0.0003,0.0025,0.0178,0.0734
1704271500,0.0,0.0033,0.0035,0.0016,0.0054,0.0215,0.0002,0.0055,0.0051,0.001,0.0011,0.0004,0.0008,0.0001,0.0032,0.0001,0.0002,0.0024,0.0179,0.0733
1704272400,0.0001,0.0034,0.0035,0.0018,0.0054,0.0214,0.0001,0.0054,0.005,0.001,0.0011,0.0005,0.0009,0.0001,0.0032,0.0342,0.0002,0.0025,0.018,0.1078
1704273300,0.0002,0.0034,0.0035,0.0016,0.0054,0.0214,0.0001,0.0054,0.0049,0.0011,0.001,0.0004,0.0008,0.0003,0.0032,0.0851,0.0002,0.0025,0.018,0.1585
1704274200,0.0001,0.0033,0.0036,0.0018,0.0054,0.0214,0.0001,0.0055,0.005,0.0011,0.0011,0.0005,0.0009,0.0001,0.0031,0.0852,0.0003,0.0025,0.0178,0.1588
1704275100,0.0001,0.0033,0.0034,0.0018,0.0052,0.0215,0.0001,0.0056,0.0049,0.0011,0.0011,0.0005,0.0009,0.0002,0.003,0.0852,0.0002,0.0024,0.0179,0.1584
1704276000,0.0002,0.0033,0.0036,0.0017,0.0053,0.0215,0.0001,0.0055,0.0051,0.0011,0.0011,0.0004,0.0008,0.0003,0.0032,0.085,0.0003,0.0026,0.0179,0.159
1704276900,0.0002,0.0034,0.0036,0.0017,0.0052,0.0214,0.0002,0.0055,0.005,0.001,0.0012,0.0006,0.0009,0.0001,0.003,0.0851,0.0002,0.0024,0.0178,0.1585
1704277800,0.0002,0.0034,0.0034,0.0017,0.0053,0.0215,0.0002,0.0055,0.0051,0.0011,0.001,0.0005,0.0009,0.0001,0.0031,0.0851,0.0002,0.0024,0.0179,0.1586
1704278700,0.0001,0.0033,0.0034,0.0017,0.0053,0.0214,0.0003,0.0055,0.0049,0.001,0.0012,0.0005,0.0008,0.0002,0.0031,0.0002,0.0002,0.0025,0.018,0.0736
1704279600,0.0002,0.0034,0.0036,0.0016,0.0054,0.0215,0.0001,0.0056,0.005,0.0011,0.0011,0.0004,0.0008,0.0002,0.0032,0.0001,0.0002,0.0024,0.0179,0.0738
1704280500,0.0002,0.0034,0.0035,0.0016,0.0054,0.0215,0.0002,0.0054,0.0051,0.001,0.001,0.0005,0.0009,0.0003,0.0032,0.0001,0.0002,0.0025,0.0178,0.0738
1704281400,0.0001,0.0032,0.0035,0.0017,0.0052,0.0214,0.0003,0.0056,0.0051,0.001,0.001,0.0005,0.0009,0.0003,0.0031,0.0001,0.0002,0.0025,0.0178,0.0735
1704282300,0.0001,0.0033,0.0034,0.0017,0.0052,0.0215,0.0002,0.0056,0.0049,0.0011,0.0011,0.0005,0.0009,0.0002,0.0032,0.0002,0.0001,0.0026,0.0177,0.0735
1704283200,0.0001,0.0034,0.0035,0.0017,0.0053,0.0214,0.0001,0.0056,0.0051,0.0011,0.001,0.0005,0.0008,0.0001,0.0031,0.0003,0.0001,0.0024,0.0178,0.0734
1704284100,0.0001,0.0034,0.0035,0.0016,0.0053,0.0214,0.0001,0.0054,0.005,0.001,0.0011,0.0005,0.0008,0.0001,0.0031,0.0002,0.0001,0.0025,0.0179,0.0731
